Symbol,Name,Sector,Price/Book,PEG Ratio,Foward PE,Trailing PE,Total Debt/Equity,EV/EBITDA
MDLZ,Mondelez International,Consumer Staples,3.4910507,4.66,21.567308,25.488636,71.502,16.673
MPWR,Monolithic Power Systems,Information Technology,17.040228,1.05,52.963608,103.96,0.354,34.06
MNST,Monster Beverage,Consumer Staples,10.379618,2.8,33.368423,38.42424,0.557,27.244
MCO,Moody's Corporation,Financials,26.982664,149.5,24.282158,27.304966,337.695,22.33
MS,Morgan Stanley,Financials,1.6602478,0.03,12.627707,11.446697,344.073,
MSI,Motorola Solutions,Information Technology,,2.1,27.84205,48.838535,,20.629
MSCI,MSCI,Financials,,3.07,46.589005,64.5282,,
NDAQ,Nasdaq,Financials,1.7429643,3.2,9.372028,10.895935,99.048,17.967
NTAP,NetApp,Information Technology,29.394224,1.22,13.986696,23.902994,451.294,10.301
NFLX,Netflix,Communication Services,10.515159,5.46,23.540833,36.979305,80.047,23.22
NWL,Newell Brands,Consumer Discretionary,1.4139957,24.32,6.7105265,9.068278,148.923,8.659
NEM,Newmont,Materials,1.6319745,,12.020408,14.785064,28.58,8.888
NWSA,News Corp (Class A),Communication Services,1.3425354,9.65,28.875,,,
NWS,News Corp (Class B),Communication Services,1.3606974,,,,,
NEE,NextEra Energy,Utilities,4.469983,2.81,31.316175,40.36967,142.54,32.969
NLSN,Nielsen Holdings,Industrials,4.878814,2.78,16.458822,,,
NKE,Nike,Consumer Discretionary,14.293471,4.69,27.3934,50.45816,79.579,20.376
NI,NiSource,Utilities,2.238482,2.4,19.885715,,,
NSC,Norfolk Southern,Industrials,4.1450205,1.68,18.333334,26.854519,115.694,10.756
NTRS,Northern Trust,Financials,1.7436069,2.15,12.066757,15.790693,,
NOC,Northrop Grumman,Industrials,8.133019,7.23,20.855293,19.584238,106.234,10.904
NLOK,NortonLifeLock,Information Technology,,1.14,10.994924,14.478609,,11.48
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,1.1475172,0.02,29.867926,,,
NRG,NRG Energy,Utilities,5.0414305,0.21,5.969019,16.753624,156.887,2.9
NUE,Nucor,Materials,3.9990587,0.12,31.607435,28.387455,35.648,3.048
NVDA,Nvidia,Information Technology,5.867435,1.68,10.408203,23.169563,49.629,29.58
NVR,NVR,Consumer Discretionary,5.4955425,3.77,12.599978,18.524036,32.592,5.858
NXPI,NXP,Information Technology,5.415961,1.06,15.312676,108.57523,154.442,10.227
ORLY,O'Reilly Automotive,Consumer Discretionary,,3.04,30.502205,31.137548,,17.388
OXY,Occidental Petroleum,Energy,6.7808437,0.19,-61.085716,,,
ODFL,Old Dominion Freight Line,Industrials,10.479215,1.48,32.62727,45.763466,2.809,14.772
OMC,Omnicom Group,Communication Services,5.099129,1,11.876755,16.880264,175.08,7.855
OKE,Oneok,Energy,4.6474237,1.9,18.872404,24.584461,226.955,12.197
ORCL,Oracle,Information Technology,25.67014,1.41,16.439583,18.88251,,15.396
OGN,Organon & Co.,Health Care,,-1.75,5,,,
OTIS,Otis Worldwide,Industrials,,3.12,23.996971,28.292248,,15.087
PCAR,Paccar,Industrials,3.3564284,0.75,14.7467985,25.528196,91.195,11.401
PKG,Packaging Corporation of America,Materials,3.9095893,-2.08,16.523285,26.432074,69.777,6.571
PH,Parker-Hannifin,Industrials,5.0656586,1.63,16.994143,24.615189,131.113,13.651
PAYX,Paychex,Information Technology,14.602348,1.94,37.579437,41.31164,28.02,19.862
PAYC,Paycom,Information Technology,27.535889,2.22,57.26557,127.10163,2.917,53.779
PYPL,PayPal,Information Technology,4.2286754,1.73,12.56174,20.403955,57.576,22.699
PENN,Penn National Gaming,Consumer Discretionary,2.00224,4.39,13.166668,,,
PNR,Pentair,Industrials,3.387879,2.22,13.802469,18.06139,93.854,12.011
PBCT,People's United Financial,Financials,,,,,,
PEP,PepsiCo,Consumer Staples,17.997425,3.23,27.645357,33.622734,205.095,18.36
PKI,PerkinElmer,Health Care,4.119606,-1.32,22.001602,21.128038,65.179,12.456
PFE,Pfizer,Health Care,4.3762655,0.01,15.731012,29.121265,46.291,6.05
PM,Philip Morris International,Consumer Staples,,5.99,15.282706,18.348076,,11.781
PSX,Phillips 66,Energy,2.5104725,0.96,15.1811495,,,
PNW,Pinnacle West Capital,Utilities,1.5614498,164.9,15.246094,16.028748,143.122,9.91
PXD,Pioneer Natural Resources,Energy,3.2150474,0.38,16.327797,,,
PNC,PNC Financial Services,Financials,1.1985415,-2.95,11.174393,7.934998,,
POOL,Pool Corporation,Consumer Discretionary,19.374275,1.3,24.237041,29.875046,148.841,12.694
PPG,PPG Industries,Materials,5.361377,3.29,14.987513,26.334263,123.714,15.33
PPL,PPL,Utilities,1.6846826,1.05,11.183207,15.340314,98.854,12.496
PFG,Principal Financial Group,Financials,1.5882478,2.2,13.108029,15.270408,42.33,3.823
PG,Procter & Gamble,Consumer Staples,7.993146,4.73,25.04698,27.44622,74.442,15.797
PGR,Progressive Corporation,Financials,4.296634,1.01,21.938025,11.908528,43.228,39.436
PLD,Prologis,Real Estate,2.6538222,-5.17,54.312798,63.14049,45.799,24.73
PRU,Prudential Financial,Financials,0.60731316,-1.74,8.158768,,,
PTC,PTC,Information Technology,8.579312,2.08,31.743456,64.465706,75.095,30.16
PEG,Public Service Enterprise Group,Utilities,1.910828,4.21,17.314285,16.117022,157.603,16.582
PSA,Public Storage,Real Estate,10.502998,1.51,36.581013,43.07497,73.056,22.418
PHM,PulteGroup,Consumer Discretionary,1.7107028,0.42,5.0208335,7.7839584,34.441,3.572
PVH,PVH,Consumer Discretionary,1.0775479,-1.08,9.090101,,,
QRVO,Qorvo,Information Technology,2.4074867,1.06,9.219653,23.021408,47.619,6.888
QCOM,Qualcomm,Information Technology,18.21472,0.83,13.976664,17.153086,96.866,8.416
PWR,Quanta Services,Industrials,4.7623444,1.29,30.716633,48.726383,80.487,18.645
DGX,Quest Diagnostics,Health Care,2.8932395,-0.98,18.66792,11.3027315,73.082,8.811
RL,Ralph Lauren Corporation,Consumer Discretionary,3.0092869,1.25,16.540298,,,
RJF,Raymond James Financial,Financials,2.1656466,0.71,12.400641,15.5028715,49.442,
RTX,Raytheon Technologies,Industrials,2.073942,1.54,19.785572,44.877274,48.749,14.324
O,Realty Income Corporation,Real Estate,2.0306327,3.24,41.25658,64.78306,62.339,21.038
REG,Regency Centers,Real Estate,1.8488464,45.85,57.35965,251.5,63.682,16.414
REGN,Regeneron Pharmaceuticals,Health Care,7.048279,-1.06,18.424204,24.491152,13.055,9.978
RF,Regions Financial Corporation,Financials,1.2808349,-10.84,10.964467,14.201183,,
RSG,Republic Services,Industrials,5.1442957,2.47,33.390244,45.331123,133.425,15.207
RMD,ResMed,Health Care,11.694596,1.49,39.587273,69.58453,27.302,30.824
RHI,Robert Half International,Industrials,6.839863,1.08,16.26652,25.57133,17.074,7.356
ROK,Rockwell Automation,Industrials,16.401789,2.98,26.094511,18.924675,165.043,23.398
ROL,Rollins,Industrials,19.507462,6.85,57.661762,62.238094,33.35,35.465
ROP,Roper Technologies,Industrials,4.233493,2.64,26.943512,46.024815,48.056,20.099
ROST,Ross Stores,Consumer Discretionary,12.625136,3.7,23.12103,485.5417,136.358,14.384
RCL,Royal Caribbean Group,Consumer Discretionary,1.5992341,0.05,26.680555,,,
SPGI,S&P Global,Financials,82.09384,2.83,25.319654,34.621975,26.984,24.415
CRM,Salesforce,Information Technology,2.9517164,2.2,32.113255,30.42694,23.826,67.366
SBAC,SBA Communications,Real Estate,,1.87,81.77904,233.74898,,26.641
SLB,Schlumberger,Energy,5.6722407,0.67,32,,,
STX,Seagate Technology,Information Technology,24.762808,4.39,7.7794337,13.1918125,,8.427
SEE,Sealed Air,Materials,47.360863,1.33,14.221024,16.380007,1868.553,8.909
SRE,Sempra Energy,Utilities,2.3582687,4.48,19.384527,12.837733,90.586,15.16
NOW,ServiceNow,Information Technology,25.300695,2.18,54.964687,512.0395,46.982,106.781
SHW,Sherwin-Williams,Materials,21.882069,1.9,24.727806,32.763702,479.067,20.801
SPG,Simon Property Group,Real Estate,12.961421,2.24,25.87746,32.941505,619.683,16.312
SWKS,Skyworks Solutions,Information Technology,3.2317286,0.79,8.509225,12.768549,45.371,7.141
SNA,Snap-on,Industrials,3.30605,4.64,16.875444,19.036531,29.029,9.108
SO,Southern Company,Utilities,2.5452518,2.78,19.235956,21.534592,170.429,14.524
LUV,Southwest Airlines,Industrials,2.5803094,-0.82,12.8,,,
SWK,Stanley Black & Decker,Industrials,1.2677573,1.05,6.4292808,7.8961806,,
SBUX,Starbucks,Consumer Discretionary,,4.43,28.355556,120.23558,,18.758
STT,State Street Corporation,Financials,1.1237891,2.22,9.27182,12.250412,,
STE,Steris,Health Care,4.051066,2.01,26.224287,36.50229,49.59,16.102
SYK,Stryker Corporation,Health Care,6.572353,3.12,22.823643,63.831974,88.376,21.787
SIVB,SVB Financial,Financials,1.2267375,1.09,7.768037,6.5911856,,
SYF,Synchrony Financial,Financials,1.584412,-0.66,6.4506516,9.735806,,
SNPS,Synopsys,Information Technology,10.236869,1.75,45.74895,70.92324,11.838,33.129
SYY,Sysco,Consumer Staples,30.114367,0.48,26.167702,,,
TMUS,T-Mobile US,Communication Services,2.8390346,1.39,44.46131,56.437473,160.031,11.074
TROW,T. Rowe Price,Financials,3.4384744,-0.73,9.442023,10.303159,3.153,6.438
TTWO,Take-Two Interactive,Communication Services,3.5152209,0.86,16.65625,23.722181,38.108,30.542
TPR,Tapestry,Consumer Discretionary,3.5835094,0.56,12.640678,,,
TGT,Target Corporation,Consumer Discretionary,5.378265,1.06,16.084024,17.945602,169.288,10.97
TEL,TE Connectivity,Information Technology,4.129246,1.29,17.900742,37.30472,39.879,11.223
TDY,Teledyne Technologies,Industrials,4.5906553,0.92,31.283876,38.702003,51.135,17.808
TFX,Teleflex,Health Care,3.266473,1.55,15.836913,40.049217,,
TER,Teradyne,Information Technology,6.474001,84.48,16.08363,20.552525,5.933,11.251
TSLA,Tesla,Consumer Discretionary,7.5235353,1.14,29.19156,180.18036,14.284,43.082
TXN,Texas Instruments,Information Technology,15.833258,1.69,22.237244,26.403149,54.712,12.263
TXT,Textron,Industrials,2.771729,0.69,19.51459,39.153805,,
COO,The Cooper Companies,Health Care,2.566604,2.1,21.622929,6.8992114,44.232,17.931
HIG,The Hartford,Financials,1.5446686,0.73,11.250375,16.006824,30.753,7.004
HSY,The Hershey Company,Consumer Staples,21.335781,2.77,31.988997,34.607143,184.781,20.58
MOS,The Mosaic Company,Materials,1.8821998,0.47,20.046217,17.72947,34.713,3.941
TRV,The Travelers Companies,Financials,1.6770164,2.54,15.350163,17.040318,36.627,8.424
DIS,The Walt Disney Company,Communication Services,1.9916269,0.78,18.682186,,,
TMO,Thermo Fisher Scientific,Health Care,6.187121,4.82,27.988308,27.702414,66.686,17.946
TJX,TJX Companies,Consumer Discretionary,16.389921,2.13,27.271477,1133.7142,234.114,16.887
TSCO,Tractor Supply Company,Consumer Discretionary,13.615727,2.13,28.198702,30.073408,209.09,15.803
TT,Trane Technologies,Industrials,6.3497653,0.99,24.802292,31.125494,84.27,16.38
TDG,TransDigm Group,Industrials,,1.27,35.901302,92.458145,,19.724
TRMB,Trimble,Information Technology,4.081718,2.12,22.007519,37.767742,36.166,19.803
TFC,Truist Financial,Financials,0.89861846,4.36,8.619341,9.884379,,
TWTR,Twitter,Communication Services,5.5258284,0.47,49.72222,,,
TYL,Tyler Technologies,Information Technology,6.1885715,4.45,45.451523,71.25,44.617,42.606
TSN,Tyson Foods,Consumer Staples,1.49621,1.03,9.992212,11.579423,42.732,4.479
USB,U.S. Bancorp,Financials,1.4063011,1.95,9.826087,11.332805,,
UDR,UDR,Real Estate,3.9700863,-4.42,395.5,201.78572,119.402,21.906
ULTA,Ulta Beauty,Consumer Discretionary,13.0998,1.78,38.50951,149.70418,104.953,12.481
UAA,Under Armour (Class A),Consumer Discretionary,2.5821342,2.78,26.416666,,,
UA,Under Armour (Class C),Consumer Discretionary,2.2807493,,26.25,,,
UNP,Union Pacific,Industrials,8.640177,1.55,19.513865,27.324963,298.484,12.595
UAL,United Airlines,Industrials,2.8541236,-0.15,19.375528,,,
UPS,United Parcel Service,Industrials,21.36408,2.6,15.427313,29.567715,140.511,9.461
URI,United Rentals,Industrials,5.2972045,0.44,14.696997,27.37369,165.906,8.726
UNH,UnitedHealth Group,Health Care,7.446394,1.73,25.237247,30.664091,58.691,17.823
UHS,Universal Health Services,Health Care,1.6653434,2.66,10.444898,10.850576,87.455,7.912
VLO,Valero Energy,Energy,2.7293394,0.1,21.571688,,,
VTR,Ventas,Real Estate,1.6570377,-65.5,95.80851,38.48718,115.033,17.862
VRSN,Verisign,Information Technology,,3.92,32.053574,35.7505,,21.669
VRSK,Verisk Analytics,Industrials,10.984793,3.21,30.646463,42.236656,158.08,21.736
VZ,Verizon Communications,Communication Services,2.1440196,3.18,7.1353965,8.086366,201.208,7.504
VRTX,Vertex Pharmaceuticals,Health Care,8.986915,2.4,24.649012,29.721666,7.1,21.785
VFC,VF Corporation,Consumer Discretionary,3.661849,15.11,9.829432,,,
VIAC,ViacomCBS,Communication Services,,,,,,
VTRS,Viatris,Health Care,0.6252503,-1.07,2.938172,,,
V,Visa,Information Technology,12.999254,1.47,29.61473,43.216206,63.095,18.217
VNO,Vornado Realty Trust,Real Estate,0.8173952,3.72,57.921055,,,
VMC,Vulcan Materials,Materials,3.9123647,1.88,29.658333,40.590786,71.544,17.328
WRB,W. R. Berkley Corporation,Financials,2.124884,1.83,16.83259,18.546484,46.632,11.442
GWW,W. W. Grainger,Industrials,16.65299,0.68,25.487045,41.185158,109.493,13.856
WAB,Wabtec,Industrials,1.87017,2.57,20.922916,46.026585,45.38,13.94
WBA,Walgreens Boots Alliance,Consumer Staples,1.6618899,6.2,7.8057694,,,
WMT,Walmart,Consumer Staples,5.2250147,3.99,25.622223,31.55579,78.288,12.772
WM,Waste Management,Industrials,9.408957,2.38,30.377983,45.23497,200.556,14.945
WAT,Waters Corporation,Health Care,90.60386,2.81,31.698593,40.38158,400.437,19.255
WEC,WEC Energy Group,Utilities,2.7954533,3.2,22.242424,24.041319,133.386,14.237
WFC,Wells Fargo,Financials,1.0766827,1.84,12.156863,29.807693,,
WELL,Welltower,Real Estate,1.8023255,3.96,69.591835,38.92694,77.914,21.008
WST,West Pharmaceutical Services,Health Care,9.481903,0.91,30.165598,42.203667,,
WDC,Western Digital,Information Technology,1.0423522,1.39,4.1178617,29.650043,,
WU,Western Union,Information Technology,30.484583,-2.81,6.0436683,7.731844,601.227,5.118
WRK,WestRock,Materials,0.8754233,0.64,7.8556037,,,
WY,Weyerhaeuser,Real Estate,2.4899664,2.04,22.977777,17.456388,46.921,6.569
WHR,Whirlpool Corporation,Consumer Discretionary,2.116808,-0.61,6.1067586,6.617839,130.476,5.36
WMB,Williams Companies,Energy,3.4828305,2.28,27.211382,35.30591,164.173,14.724
WLTW,Willis Towers Watson,Financials,,,,,,
WYNN,Wynn Resorts,Consumer Discretionary,,0.11,47.450005,,,
XEL,Xcel Energy,Utilities,2.5373354,2.98,21.867508,23.911694,,
XLNX,Xilinx,Information Technology,,,,,,
XYL,Xylem,Industrials,6.7333045,2.06,35.630226,79.15,77.146,24.819
YUM,Yum! Brands,Consumer Discretionary,,2.47,27.673729,34.93447,,19.671
ZBRA,Zebra Technologies,Information Technology,6.3389273,1.5,14.719746,27.188234,92.161,14.391
ZBH,Zimmer Biomet,Health Care,2.0665998,2.35,13.904926,,,
ZION,Zions Bancorp,Financials,1.0481145,-0.27,10.886836,9.583248,,
ZTS,Zoetis,Health Care,19.30256,2.82,30.856855,44.75146,147.533,23.072
